MONTH,PTPM_CON,HRA2_AUT_60_MEAN,HRA2_AUT_60_AMAX,HRA2_AUT_60_AMIN,TA2_AUT_60_MEAN,TA2_AUT_60_AMAX,TA2_AUT_60_AMIN,NINO1+2,ANOM,NINO3,ANOM.1,NINO4,ANOM.2,NINO3.4,ANOM.3,CONFIRMED_CASES,ALL_CASES
1,46.32796962128568,3.7385543938274894,1.7541160386140595,3.4751867686389297,1.0162297042486834,0.9962107695843765,1.6357778671840597,0.7251958179408994,0.7234913569557989,1.1343426877859006,1.133552392102379,1.0197385285781124,1.0197995026675712,1.2667447681724646,1.266744768172463,246.1403341644033,700.5351708808242
2,47.06962846934767,3.009157831124069,1.0730867399773276,3.5248038845079623,0.9016033061314808,1.5438048235879223,0.9340365316325919,0.6386325353061105,0.6431150516796895,0.9237030219325253,0.923367929556433,0.9525229656024036,0.9525229656024048,1.1535951708384624,1.1545283045731733,387.93488792931123,1175.152714124914
3,59.504440246849704,2.3535893184386403,1.0871146130092164,1.3026778945578588,0.8307386483802999,0.9268715709799891,0.9404624909956247,0.8199593485858461,0.8185847913356691,0.693768802639005,0.6964079917039228,0.8279639137210306,0.8279639137210284,0.8428788151150102,0.8427156679270278,370.73255695700476,1086.572938186848
4,55.94977997086207,1.6598277588441535,0.6215815605080613,2.234373344457959,0.7213125872648654,0.8273726213414702,0.7825753908884711,0.868445144898032,0.8522959188763803,0.45147149982198975,0.4514714998219879,0.6568773696725102,0.6560811110239527,0.6138126009548099,0.6139508172977751,476.3453356419886,1171.5133278254787
5,38.71258017281157,2.493277054274348,0.7977240352174632,3.887626057587891,0.5860126157139984,1.5371165449396722,0.6037132572419603,1.1214638026285384,1.107625086991683,0.5378323496812305,0.5356071321407138,0.5435489440201834,0.5435489440201817,0.46926360751003277,0.46947665898672064,399.4103513779767,1184.3375849611102
6,43.514414191440544,3.096234429071341,1.602554778527654,6.0603030227268935,0.5304115468659025,1.3745247112431926,0.6286107819243285,1.1994730534949922,1.193918935373095,0.6957054409777668,0.6950926469750545,0.5030354828137786,0.5037134827729676,0.5336573352959358,0.5361386919162774,293.6384475486613,994.4533864786162
7,51.72447035333792,3.7813919587778604,1.6143297699232975,5.662208585049306,0.7454368448462227,1.2967324903445387,0.6302356461649652,1.2914262728401615,1.2922598833286614,0.916275398589638,0.9171542780235886,0.46671238953498007,0.4654901294399923,0.700966324354311,0.7009663243543074,327.4586603564246,889.207763669266
8,38.57737993208251,3.3373540083889823,1.8809249819912528,6.866696087021411,0.741730602478522,1.7568049511438781,1.438960062199803,1.1312329020974747,1.1317912860379848,0.9849269316076515,0.9854240742241925,0.5803519047382655,0.5783361715064408,0.8708977430145683,0.8716024948856612,219.56023540180718,554.0324079789098
9,49.999806060229936,3.5655313961327773,1.1381803659589937,6.5568608527575325,0.7462298403268083,1.7906321890225363,0.8375650133065204,1.1779167537597421,1.1797405980925968,1.0605612436418541,1.059580748992904,0.7244574772639454,0.7236879454739056,1.0081888200975533,1.0076976458514455,190.87650695958084,408.42716608962246
10,64.0457980075527,2.612707285533887,0.9962049198956271,5.674904885065955,0.7076346863744811,1.3787071238422364,0.910877033247062,1.2215597952344892,1.2248735247016942,1.1938237522830375,1.19246879128211,0.8450587212876022,0.8431973779500375,1.1606460452800524,1.1610888306788902,172.2835048999354,346.32760589658545
11,45.72129616575762,3.6278955309407355,0.9540735874430287,3.2025630761017427,0.7375664054776074,1.1004078497981722,0.9911143689341271,1.1775681155103799,1.177439638607476,1.338316010361434,1.339492824034913,1.0029053947253566,1.0044018503184255,1.3265817844253855,1.3264981854105327,132.42632204071353,312.52267610034806
12,89.092311677271,3.2373695048661344,1.8187062180825988,4.469268281761455,0.850035466600649,1.138600130164343,0.5650051054908873,1.0944926233484167,1.0915268064645822,1.326533945171519,1.3265339451715161,1.0293606429883249,1.0307266543062892,1.3396071946273742,1.3385842118849642,160.09572457014906,386.7319186763318
