YEAR,MONTH,PTPM_CON,HRA2_AUT_60_MEAN,HRA2_AUT_60_AMAX,HRA2_AUT_60_AMIN,TA2_AUT_60_MEAN,TA2_AUT_60_AMAX,TA2_AUT_60_AMIN,NINO1+2,ANOM,NINO3,ANOM.1,NINO4,ANOM.2,NINO3.4,ANOM.3,CONFIRMED_CASES,ALL_CASES
2006,11,-1.8170290443152932,-0.8910333113045881,-1.1287631175382342,0.43234601527373595,0.6869118165728189,-0.5802044565373065,1.3426999673109195,1.0190493307301414,1.0204671408544448,0.7569788564386414,0.7534424605506241,0.8452365618438425,0.8493382631727252,0.710327628021706,0.7097924986961581,-0.9491489739756155,-1.261939198479096
2006,12,0.04489725235202805,-0.012027626098720405,0.08459098688756629,0.18932715442635176,0.11493844477807409,-0.4256238619483031,-0.06807290427601353,0.732337929410888,0.7526507426779527,0.8622818571734786,0.8622818571734763,0.8743291344297407,0.8716777961526871,0.8274526614272626,0.8286596834044347,-0.8317139418392289,-1.0082516029648327
2007,1,-0.3109933896406413,-0.19698144117443264,0.5262348115842154,-0.5976435844156126,0.6647066846361347,0.8957017124799442,0.9122923853204195,0.5738503116792228,0.6453747822057302,0.8286737421781837,0.8285728791845214,0.7060633484192534,0.7067754287816937,0.6521865074254334,0.6521865074254392,-0.7503536887576786,-0.7740236204686062
2007,2,-1.479545705613933,-1.6997400811922232,0.31063037209869104,-2.175061909220767,0.48283359995814684,0.7665044928303687,-1.302590022405302,0.10699945517274434,0.19954957203715262,0.22193280213711783,0.221110848808388,0.5931615513781078,0.5931615513781091,0.21671380595176717,0.22014762709575278,-0.6476602332445601,-0.7109005124400072
2007,3,1.216295787335495,-0.17016661007159078,0.4599331055039006,-1.2794157892978961,-0.01841884674977059,0.7012837812176667,-0.38101820834341105,-1.1260720850683241,-1.008854967835204,-0.42281136340742803,-0.4271921108660708,0.3723994829045603,0.3723994829045442,0.058331833455724076,0.051421060486424586,-0.5878001879719975,-0.7484541271173761
2007,4,0.1462621182352301,0.4780280317178765,1.206599499809765,0.484848844093306,-0.21836812411826237,-0.7856194213268909,0.23426922884092813,-1.644701846425823,-1.5477801048323494,-1.0613442196364589,-1.0613442196364524,0.07865496522194343,0.0812907618237865,-0.02036452164807654,-0.025789253613215723,-0.5545696512607587,-0.7377210138993383
2007,5,-0.43590481245813645,0.41321465520357625,0.6267831705280107,0.8359857537369447,-0.3730304513332469,-1.0083815733444146,0.6763696646298374,-1.6622620028371273,-1.6266033406303613,-1.5153420958836623,-1.5169700910303443,-0.13798205446829648,-0.13798205446833747,-0.6694886661543012,-0.6727349002078227,-0.5268182608205405,-0.6920887060200677
2007,6,-0.9728577097944817,-0.31667037965694145,0.7800045382214246,-0.3300165012376032,0.13469149311283105,-1.218603046055864,1.219620612169131,-1.4124257829137976,-1.379211450526237,-1.183451048156518,-1.1808977363024693,-0.06129454956309197,-0.05955766725728377,-0.42318041633984843,-0.4305477981980454,-0.5241706866099674,-0.7492390729058621
2007,7,-0.17383777166287415,-0.27567986423951274,0.4129680806780557,0.11773968702370916,-0.07888264887063635,-0.3984373573684335,-0.14544824181950225,-1.2621703881052706,-1.2503934805831751,-1.1586763851794244,-1.1566574552967945,-0.17676839494712349,-0.17365208888656733,-0.7406442344358033,-0.7406442344357913,-0.5921867097837533,-0.769130336699404
2007,8,1.4416911351829158,1.195522253439758,0.7531755281206954,1.5048479213845125,-1.3388617930944673,-2.0776353104102085,0.19690145736233083,-1.4659521750636202,-1.4725918879452573,-1.2733601107033834,-1.2718720458702624,-0.30872073513304465,-0.31123766568350536,-0.7587955516406335,-0.7572259187791567,-0.706715705522465,-0.9322559340601995
2007,9,-1.0386706954577836,-0.18112873192551718,0.21964884255348943,0.6227573567641079,-0.2562302281850021,-0.753923674708942,-1.2934319319960286,-1.5606649005251292,-1.5709668179003078,-1.3098410629228965,-1.3094801895171946,-0.7488362216218041,-0.7484809855606442,-0.9133540414029302,-0.9129722628484,-0.637846961573858,-0.9677368030736453
2007,10,-0.2628327518278128,0.7182215537539951,0.920158742804353,0.3964824161055256,-1.3603695673680727,0.04231017039410912,-0.7318953517690069,-1.481029969817712,-1.496753171948773,-1.2634472470905596,-1.2662805190704318,-0.9723190187478312,-0.9724887925927449,-1.196890880140349,-1.197152158622751,-0.38986127375152935,-0.9555018457450933
2007,11,0.32201792507587756,0.0417102025624375,0.9675112436041944,0.12009611535381604,-0.5094765761123686,-0.4893290597302566,0.031045085949388797,-1.6984155512168841,-1.6972942586042563,-1.4099234129415228,-1.4115560731962158,-1.358361117083,-1.3509762815479602,-1.3023639612545161,-1.3030259351064282,-0.6395428521096405,-0.9931587021383171
2007,12,-0.5634605170179564,1.2425892602704622,0.6344324016567238,0.6368277012522738,-1.6979255369261899,-1.4795496153440928,-1.4839893132170296,-1.4878689026514789,-1.473588673164419,-1.2258667424779608,-1.2258667424779617,-1.2337755563619452,-1.233633045411294,-1.255247410048577,-1.255632044548329,-0.7067886819442551,-0.9436073396064641
2008,1,1.3532280435511106,0.841571399254496,0.5262348115842154,1.1288823261183767,-1.0451767660083782,-1.3126663027723355,-0.7994314716725309,-0.9843495180005583,-0.916495983956078,-1.2606419694838307,-1.26219947197642,-1.5592232277592144,-1.5583757052966696,-1.3608472654938555,-1.360847265493863,-0.868172656130292,-0.8068556622504353
2008,2,2.049269060964614,1.0812718585210688,1.2425214883947775,0.09456790909655578,-1.3860554621392458,-0.9824212513741307,-0.12490589255941284,0.2322671100091145,0.32394411044992316,-1.2937058466041262,-1.2950778287348437,-1.7059956123706896,-1.7059956123706694,-1.4996595371863295,-1.4948384777550956,-0.7275705505802074,-0.7406838755547008
2008,3,-1.354940902990318,0.490547758743411,0.4599331055039006,0.2558831578595814,-1.3716568008438383,-2.427520781138048,-0.5936795339304298,0.7764612572131591,0.8968730844226184,-0.7543339097155425,-0.7574582806112685,-1.717063561716622,-1.7170635617166272,-1.2585834574434929,-1.2657491812042947,-0.6822078663460851,-0.8091955625797147
2008,4,0.35180358785296684,0.5618167094475632,1.206599499809765,-0.8578094933958461,-0.9368804531319278,-0.7856194213268909,-2.0658286543245907,0.18615645169579909,0.3177691308089154,-0.9505952575874681,-0.950595257587432,-1.839511283416171,-1.8392034862631679,-1.5680681669010719,-1.5731444704061526,-0.5965559970975355,-0.788936820476093
2008,5,1.666770845858445,1.1745649810692473,0.6267831705280107,0.578759367971731,-1.8789879141807302,-1.1384953247436935,-0.1518380879781306,-0.164219893887799,-0.10984462892323457,-0.15804181368111497,-0.154030809243081,-1.9041523516630574,-1.904152351663057,-1.5005780448287191,-1.503447125266559,-0.6069363646443376,-0.7917224603637456
2008,6,1.203432647312701,0.9320631112742561,0.1560009076442849,1.155057754331611,-1.4260574882030075,-0.9275933634156607,0.2651349156889381,0.22162509825356064,0.26244104524183454,-0.17727809223399552,-0.1738377378313278,-1.850432753026925,-1.8462876849758012,-1.1352478327640398,-1.139319624834539,-0.6774203730037857,-0.8206350789584059
2008,7,0.7850893988074015,1.0144350039829617,1.032420201695135,1.530615931308224,-1.2613904167978853,-1.632307883412618,-0.6214606695923859,0.565266492832416,0.5758645581025148,0.29285227317721135,0.2934802498514254,-1.3766508333755012,-1.3766851170491796,-0.1700034117565012,-0.17000341175653014,-0.644101659846446,-0.8174879891591205
2008,8,0.8895541046873308,1.6757158468679334,0.7531755281206954,2.087369697404324,-1.7503041870406335,-2.0776353104102085,0.12740682535209744,0.8589448422734665,0.8511581112323588,0.5237275139703559,0.5243089550794967,-0.9979577251975824,-1.0028769227579617,-0.01243927133835178,-0.011473119981502479,-0.7613704109978866,-1.0098687223749885
2008,9,-0.16866732089269523,1.302435994388915,1.0982442127674472,0.9277813682404056,-1.5056506993698802,-1.4799242503545988,-0.33828219759895944,0.663600941383771,0.6498603743112782,0.17050720495157212,0.17223793483739702,-0.721229356308573,-0.7208447645553283,-0.2487959877486551,-0.24809028881750034,-0.6640419086610801,-1.077915566231935
2008,10,-0.4626897353958927,0.7174174966207248,-0.08365079480039053,0.572696823263537,-0.8463340848056708,-1.190729081091276,-0.4025424434729536,0.11528975812952237,0.09524792912401282,-0.06561549239034754,-0.06708770961962535,-0.46347863976825215,-0.4625251574526464,-0.2405269615159041,-0.24115295281609384,-0.6916893566559392,-1.0767743036286308
2008,11,0.7769481598748168,0.8959534286494124,0.9675112436041944,-0.5044036844860238,-1.1738653649089836,-1.125456837379596,0.43463120329140015,-0.04246038878041086,-0.0411584058091101,-0.2293352799688823,-0.23200514791345467,-0.7002731224713542,-0.6938687704549047,-0.36763078870675886,-0.3682338534902453,-0.571580532675646,-0.951561720561768
2008,12,-0.15489552061449816,0.40433132683031664,0.6344324016567238,-0.03442311898660927,-0.7073234969062094,-0.4256238619483031,0.46289574907687064,-0.19960074083752527,-0.18182012323119048,-0.46448404007797545,-0.4644840400779787,-0.8257552936280511,-0.826153527689233,-0.6804520498204771,-0.6803974099520457,-0.5443858440807894,-0.9022350110571082
2009,1,0.012785099307170452,0.9995346444531338,-0.043852900965353304,0.8411280076960451,-0.9088607976051383,-1.0115252097833907,0.30096243639436593,-0.21214429267255072,-0.225402724592446,-0.4672309397387729,-0.4682352879912526,-0.7747083961822591,-0.7739077800747255,-0.7056245080338608,-0.7056245080338551,-0.6731619515135525,-0.8040007020954936
