YEAR,WEEK,PTPM_CON,HRA2_AUT_60_MEAN,HRA2_AUT_60_AMAX,HRA2_AUT_60_AMIN,TA2_AUT_60_MEAN,TA2_AUT_60_AMAX,TA2_AUT_60_AMIN,NINO1+2,ANOM,NINO3,ANOM.1,NINO4,ANOM.2,NINO3.4,ANOM.3,CONFIRMED_CASES,ALL_CASES
2016,45,33.5,78.26190476190477,98.0,50.0,24.154761904761905,31.1,18.7,21.680000000000003,0.08999999999999998,24.580000000000002,-0.39999999999999997,28.270000000000003,-0.37000000000000005,26.099999999999998,-0.5499999999999999,21.0,138.0
2016,46,40.8,77.88690476190477,98.0,56.0,23.572619047619046,29.5,19.6,21.680000000000003,0.08999999999999998,24.580000000000002,-0.39999999999999997,28.270000000000003,-0.37000000000000005,26.099999999999998,-0.5499999999999999,34.0,147.0
2016,47,22.7,72.1547619047619,98.0,42.0,23.842261904761905,30.6,16.0,21.680000000000003,0.08999999999999998,24.580000000000002,-0.39999999999999997,28.270000000000003,-0.37000000000000005,26.099999999999998,-0.5499999999999999,19.0,196.0
2016,48,20.5,79.75,96.0,52.0,23.9047619047619,31.3,19.6,22.63428571428571,0.34142857142857147,24.694285714285712,-0.3771428571428571,28.315714285714282,-0.23857142857142863,26.134285714285713,-0.4700000000000001,45.0,155.0
2016,49,9.0,77.04166666666667,96.0,54.0,23.946428571428566,30.1,19.2,23.349999999999998,0.5300000000000001,24.78,-0.35999999999999993,28.349999999999998,-0.14,26.16,-0.41000000000000003,29.0,137.0
2016,50,1.8,75.03571428571429,96.0,51.0,24.336309523809526,30.2,19.6,23.349999999999998,0.5300000000000001,24.78,-0.35999999999999993,28.349999999999998,-0.14,26.16,-0.41000000000000003,30.0,214.0
2016,51,40.2,78.59523809523809,98.0,52.0,23.58214285714286,30.8,19.0,23.349999999999998,0.5300000000000001,24.78,-0.35999999999999993,28.349999999999998,-0.14,26.16,-0.41000000000000003,21.0,134.0
2016,52,11.7,75.83928571428571,96.0,49.0,24.62738095238095,31.5,19.3,23.692857142857143,0.63,24.898571428571433,-0.3114285714285714,28.325714285714287,-0.13714285714285715,26.172857142857143,-0.39714285714285713,33.0,155.0
2017,01,37.5,76.78571428571429,97.0,50.0,24.24404761904762,32.6,19.5,25.75,1.2300000000000002,25.610000000000007,-0.02,28.180000000000003,-0.12,26.25,-0.32,47.0,203.0
2017,02,9.899999999999999,76.30952380952381,98.0,52.0,23.9625,30.4,18.4,25.75,1.2300000000000002,25.610000000000007,-0.02,28.180000000000003,-0.12,26.25,-0.32,18.0,155.0
2017,03,7.3,74.32142857142857,98.0,42.0,23.725595238095234,30.6,17.2,25.75,1.2300000000000002,25.610000000000007,-0.02,28.180000000000003,-0.12,26.25,-0.32,40.0,236.0
2017,04,0.0,68.70238095238095,91.0,41.0,24.57916666666667,31.2,14.6,25.75,1.2300000000000002,25.610000000000007,-0.02,28.180000000000003,-0.12,26.25,-0.32,27.0,225.0
2017,05,10.9,71.68452380952381,94.0,48.0,25.17678571428571,33.1,19.1,27.185714285714283,1.508571428571429,26.602857142857143,0.4442857142857143,28.072857142857142,-0.0842857142857143,26.692857142857147,0.008571428571428579,39.0,233.0
2017,06,6.6,68.50000000000001,92.0,46.0,25.800595238095237,33.2,20.0,27.759999999999998,1.6200000000000006,27.0,0.63,28.03,-0.07,26.87,0.14,29.0,183.0
2017,07,3.4,64.66174948240165,92.0,40.0,25.160869565217393,32.6,18.6,27.759999999999998,1.6200000000000006,27.0,0.63,28.03,-0.07,26.87,0.14,24.0,160.0
2017,08,15.7,72.48044217687075,97.0,40.0,23.781462585034014,31.5,17.6,27.759999999999998,1.6200000000000006,27.0,0.63,28.03,-0.07,26.87,0.14,25.0,144.0
2017,09,17.299999999999997,70.5974025974026,96.0,43.0,24.957521645021643,32.8,18.7,28.302857142857146,1.812857142857143,27.499999999999996,0.5871428571428571,28.101428571428567,-0.06285714285714286,27.205714285714286,0.13285714285714287,11.0,128.0
2017,10,88.19999999999999,79.9702380952381,98.0,48.0,23.645238095238096,31.9,19.0,28.520000000000003,1.8900000000000001,27.699999999999996,0.57,28.13,-0.06,27.34,0.13,11.0,95.0
2017,11,16.1,76.91666666666666,97.0,51.0,23.58511904761905,30.6,19.1,28.520000000000003,1.8900000000000001,27.699999999999996,0.57,28.13,-0.06,27.34,0.13,19.0,94.0
2017,12,59.8,78.79166666666667,98.0,43.0,23.863690476190477,32.2,19.4,28.520000000000003,1.8900000000000001,27.699999999999996,0.57,28.13,-0.06,27.34,0.13,18.0,114.0
2017,13,27.5,79.41612554112554,98.0,54.0,24.12792207792208,31.8,19.7,27.951428571428572,1.6157142857142854,27.81142857142857,0.5757142857142856,28.278571428571432,0.0,27.557142857142853,0.1842857142857143,11.0,88.0
2017,14,21.0,72.75,98.0,47.0,25.32916666666667,32.9,20.1,26.53,0.9299999999999999,28.09,0.59,28.650000000000002,0.15,28.099999999999998,0.32,10.0,125.0
2017,15,42.5,77.16666666666666,97.0,51.0,24.895833333333336,32.0,19.3,26.53,0.9299999999999999,28.09,0.59,28.650000000000002,0.15,28.099999999999998,0.32,14.0,79.0
2017,16,44.800000000000004,80.67857142857143,98.0,53.0,24.122619047619047,33.0,19.4,26.53,0.9299999999999999,28.09,0.59,28.650000000000002,0.15,28.099999999999998,0.32,20.0,117.0
2017,17,73.0,77.50595238095238,97.0,53.0,24.78095238095238,31.7,19.9,26.53,0.9299999999999999,28.09,0.59,28.650000000000002,0.15,28.099999999999998,0.32,12.0,106.0
2017,18,88.6,83.36309523809526,97.0,55.0,23.551190476190474,30.9,19.4,25.06,0.7800000000000001,27.599999999999998,0.5099999999999999,29.07999999999999,0.29,28.300000000000004,0.46,15.0,87.0
2017,19,72.4,84.25,98.0,58.0,23.211309523809526,29.5,19.7,25.06,0.7800000000000001,27.599999999999998,0.5099999999999999,29.07999999999999,0.29,28.300000000000004,0.46,6.0,93.0
2017,20,32.6,77.75,98.0,51.0,24.722826086956527,31.9,19.6,25.06,0.7800000000000001,27.599999999999998,0.5099999999999999,29.07999999999999,0.29,28.300000000000004,0.46,13.0,117.0
2017,21,1.7,74.67261904761904,98.0,49.0,25.32857142857143,32.7,18.8,25.06,0.7800000000000001,27.599999999999998,0.5099999999999999,29.07999999999999,0.29,28.300000000000004,0.46,18.0,134.0
2017,22,0.0,71.49404761904762,92.0,47.0,25.7875,32.8,20.4,23.87142857142857,0.39142857142857146,27.102857142857143,0.38999999999999996,29.25714285714285,0.4385714285714286,28.237142857142857,0.5114285714285715,17.0,98.0
2017,23,22.700000000000003,77.43720821661998,97.0,42.0,24.3656045751634,34.1,17.8,22.979999999999997,0.09999999999999999,26.729999999999997,0.3,29.389999999999993,0.5499999999999999,28.19,0.5499999999999999,13.0,89.0
2017,24,11.6,77.10119047619048,98.0,51.0,23.830357142857142,30.5,18.8,22.979999999999997,0.09999999999999999,26.729999999999997,0.3,29.389999999999993,0.5499999999999999,28.19,0.5499999999999999,15.0,101.0
2017,25,28.5,77.23214285714286,98.0,51.0,24.152976190476192,31.8,18.9,22.979999999999997,0.09999999999999999,26.729999999999997,0.3,29.389999999999993,0.5499999999999999,28.19,0.5499999999999999,12.0,68.0
